dd-mm-yyyy,Draw#,Numbers,Power Ball,Multiplier,Jackpot,Wins
25-Sep-10,962,"[8, 16, 19, 23, 27]",2,1,3.0,0
29-Sep-10,963,"[2, 9, 22, 25, 35]",10,1,3.0,0
01-Sep-11,1059,"[1, 5, 11, 16, 23]",9,1,7572663.14,1
03-Sep-11,1060,"[14, 17, 22, 28, 36]",9,1,1000000.0,0
07-Sep-11,1061,"[9, 23, 24, 29, 34]",3,1,1000000.0,0
10-Sep-11,1062,"[1, 16, 23, 24, 32]",1,1,1000000.0,0
14-Sep-11,1063,"[2, 5, 6, 13, 19]",4,1,1264490.1,0
17-Sep-11,1064,"[6, 17, 34, 35, 36]",9,1,1636526.34,0
21-Sep-11,1065,"[6, 12, 16, 24, 31]",9,1,1933073.84,0
24-Sep-11,1066,"[1, 16, 17, 24, 31]",10,1,2284040.88,0
28-Sep-11,1067,"[2, 9, 10, 14, 19]",1,1,2607090.91,1
01-Sep-12,1164,"[2, 6, 33, 35, 36]",8,1,1000000.0,0
05-Sep-12,1165,"[2, 13, 17, 20, 31]",7,1,1000000.0,0
08-Sep-12,1166,"[3, 6, 12, 17, 33]",6,1,1306717.5,0
12-Sep-12,1167,"[16, 17, 19, 20, 22]",1,1,1629305.93,1
15-Sep-12,1168,"[9, 15, 17, 26, 31]",7,1,1000000.0,0
19-Sep-12,1169,"[1, 5, 22, 25, 28]",3,1,1010193.79,0
22-Sep-12,1170,"[10, 23, 25, 32, 35]",9,1,1681487.0,0
26-Sep-12,1171,"[1, 5, 14, 26, 29]",3,1,2233295.15,0
29-Sep-12,1172,"[17, 22, 26, 32, 35]",7,1,3013033.39,0
04-Sep-13,1268,"[1, 6, 23, 32, 35]",6,1,2000000.0,0
07-Sep-13,1269,"[13, 15, 26, 33, 34]",1,1,2000000.0,0
11-Sep-13,1270,"[4, 7, 18, 21, 31]",7,1,2252201.18,0
14-Sep-13,1271,"[4, 13, 19, 22, 23]",6,1,2818175.17,0
18-Sep-13,1272,"[5, 14, 24, 29, 33]",3,1,3303478.09,0
21-Sep-13,1273,"[6, 9, 14, 21, 25]",8,1,3935598.06,1
25-Sep-13,1274,"[17, 19, 28, 32, 34]",7,1,2000000.0,0
28-Sep-13,1275,"[9, 13, 14, 22, 30]",4,1,2000000.0,0
03-Sep-14,1370,"[2, 7, 26, 27, 34]",1,1,4017833.69,0
06-Sep-14,1371,"[12, 18, 25, 26, 29]",10,1,4673268.33,0
10-Sep-14,1372,"[7, 10, 19, 31, 34]",6,1,5248600.96,1
13-Sep-14,1373,"[7, 24, 25, 28, 32]",4,1,1.0,1
17-Sep-14,1374,"[8, 22, 29, 32, 35]",4,1,1.0,1
20-Sep-14,1375,"[12, 23, 25, 26, 35]",10,1,2000000.0,0
24-Sep-14,1376,"[13, 19, 31, 32, 33]",7,1,2000000.0,0
27-Sep-14,1377,"[4, 8, 9, 12, 27]",5,1,2250363.88,1
2-Sep-15,1473,"[3, 6, 21, 29, 34]",5,1,2358454.38,0
05-Sep-15,1474,"[6, 21, 27, 31, 34]",7,1,2851865.0,0
09-Sep-15,1475,"[4, 6, 9, 23, 26]",8,1,3278757.02,0
12-Sep-15,1476,"[9, 14, 18, 23, 25]",6,1,3850242.66,0
16-Sep-15,1477,"[1, 3, 7, 15, 33]",6,1,4375637.46,0
19-Sep-15,1478,"[3, 10, 20, 28, 30]",3,1,5040154.97,0
23-Sep-15,1479,"[3, 7, 11, 17, 28]",10,1,5613660.75,0
26-Sep-15,1480,"[7, 9, 14, 16, 20]",5,1,6336946.73,0
30-Sep-15,1481,"[3, 7, 9, 12, 26]",8,1,7082507.08,0
03-Sep-16,1576,"[3, 7, 13, 30, 31]",5,1,4533933.69,0
07-Sep-16,1577,"[6, 17, 19, 29, 34]",3,1,5119682.42,0
10-Sep-16,1578,"[4, 7, 24, 28, 35]",10,1,5869462.18,0
14-Sep-16,1579,"[18, 23, 24, 30, 32]",4,1,6499226.7,0
17-Sep-16,1580,"[13, 19, 20, 26, 35]",1,1,7350883.0,0
21-Sep-16,1581,"[3, 6, 8, 9, 14]",3,1,8142298.5,1
24-Sep-16,1582,"[10, 25, 29, 34, 35]",4,1,2000000.0,0
28-Sep-16,1583,"[2, 8, 18, 21, 23]",8,1,2000000.0,0
02-Sep-17,1679,"[11, 18, 21, 26, 35]",6,1,13890737.9,0
06-Sep-17,1680,"[7, 9, 15, 26, 33]",10,1,15149407.05,0
09-Sep-17,1681,"[3, 4, 12, 13, 22]",2,1,16630902.62,1
13-Sep-17,1682,"[5, 7, 8, 29, 31]",7,1,2000000.0,0
16-Sep-17,1683,"[2, 3, 9, 27, 28]",2,1,2000000.0,0
20-Sep-17,1684,"[6, 16, 27, 31, 33]",5,1,2000000.0,0
23-Sep-17,1685,"[12, 16, 24, 28, 30]",6,1,2000000.0,0
27-Sep-17,1686,"[9, 12, 13, 26, 34]",10,1,2347206.81,0
30-Sep-17,1687,"[6, 7, 16, 23, 27]",6,1,2939580.74,0
01-Sep-18,1781,"[7, 9, 11, 12, 31]",2,1,4420622.9,0
05-Sep-18,1782,"[5, 7, 18, 27, 30]",2,1,4952799.01,0
08-Sep-18,1783,"[4, 5, 10, 11, 32]",9,1,5604780.31,0
12-Sep-18,1784,"[2, 16, 18, 19, 22]",1,1,6162639.64,0
15-Sep-18,1785,"[14, 15, 16, 17, 18]",4,1,6880913.49,1
19-Sep-18,1786,"[2, 6, 8, 17, 35]",2,1,2000000.0,0
22-Sep-18,1787,"[2, 5, 13, 21, 26]",3,1,2000000.0,0
26-Sep-18,1788,"[2, 14, 18, 21, 27]",10,1,2000000.0,0
29-Sep-18,1789,"[7, 8, 13, 19, 21]",9,1,2000000.0,0
04-Sep-19,1884,"[15, 21, 24, 28, 29]",6,1,2247138.35,0
07-Sep-19,1885,"[1, 5, 14, 16, 28]",1,1,2802768.1,0
11-Sep-19,1886,"[11, 12, 25, 30, 31]",3,1,3274999.33,1
14-Sep-19,1887,"[9, 12, 27, 30, 33]",7,1,2000000.0,0
18-Sep-19,1888,"[1, 14, 16, 21, 31]",6,1,2000000.0,0
21-Sep-19,1889,"[8, 13, 14, 29, 31]",3,1,2000000.0,0
25-Sep-19,1890,"[1, 3, 4, 8, 15]",9,1,2000000.0,0
28-Sep-19,1891,"[4, 8, 12, 15, 25]",7,1,2307115.53,0
02-Sep-20,1969,"[4, 7, 25, 29, 31]",7,1,2194532.62,0
05-Sep-20,1970,"[12, 17, 22, 26, 33]",7,1,2738363.61,0
09-Sep-20,1971,"[3, 7, 8, 28, 33]",10,1,3206442.21,0
12-Sep-20,1972,"[1, 10, 20, 31, 32]",7,1,3801771.44,0
16-Sep-20,1973,"[14, 18, 20, 27, 29]",10,1,4353516.22,0
19-Sep-20,1974,"[1, 2, 8, 21, 32]",3,1,5065073.44,1
23-Sep-20,1975,"[9, 17, 18, 21, 22]",3,1,2000000.0,0
26-Sep-20,1976,"[6, 16, 23, 24, 26]",8,1,2000000.0,0
30-Sep-20,1977,"[16, 22, 25, 30, 33]",9,1,2000000.0,0
01-Sep-21,2048,"[14, 21, 22, 31, 33]",8,1,13100564.89,1
04-Sep-21,2049,"[1, 2, 6, 8, 17]",2,1,2000000.0,0
08-Sep-21,2050,"[16, 21, 22, 26, 35]",1,1,2000000.0,0
11-Sep-21,2051,"[13, 14, 20, 26, 34]",6,1,2000000.0,1
15-Sep-21,2052,"[4, 7, 13, 18, 19]",7,1,2000000.0,0
18-Sep-21,2053,"[2, 12, 16, 27, 30]",1,1,2000000.0,0
22-Sep-21,2054,"[8, 20, 27, 30, 31]",10,1,2000000.0,0
25-Sep-21,2055,"[5, 8, 17, 28, 31]",5,1,2000000.0,0
29-Sep-21,2056,"[7, 15, 20, 22, 29]",10,1,2300520.06,0
03-Sep-22,2151,"[2, 9, 11, 19, 24]",9,1,2000000.0,0
07-Sep-22,2152,"[8, 11, 19, 22, 24]",4,4,2000000.0,0
10-Sep-22,2153,"[5, 6, 15, 18, 19]",6,10,2000000.0,0
14-Sep-22,2154,"[8, 11, 12, 26, 31]",3,20,2000000.0,0
17-Sep-22,2155,"[9, 10, 26, 27, 28]",9,4,2220362.09,0
21-Sep-22,2156,"[3, 7, 8, 21, 24]",9,20,2516837.13,0
24-Sep-22,2157,"[4, 6, 13, 15, 34]",10,10,2920583.23,0
28-Sep-22,2158,"[1, 3, 22, 28, 31]",3,5,3296879.57,0
02-Sep-23,2254,"[3, 14, 15, 21, 28]",2,3,2030084.95,0
06-Sep-23,2255,"[2, 6, 20, 22, 23]",6,3,2395740.96,0
09-Sep-23,2256,"[13, 16, 22, 24, 29]",7,3,2854740.44,0
13-Sep-23,2257,"[5, 25, 29, 31, 34]",3,4,3239832.26,0
16-Sep-23,2258,"[7, 8, 19, 26, 28]",9,4,3757216.97,0
20-Sep-23,2259,"[9, 13, 16, 20, 34]",3,3,4172020.3,0
23-Sep-23,2260,"[2, 11, 23, 24, 34]",7,3,4752379.18,0
27-Sep-23,2261,"[18, 19, 23, 27, 35]",6,10,5216287.61,0
30-Sep-23,2262,"[3, 6, 17, 19, 30]",5,20,5853842.81,0
02-Oct-10,964,"[10, 23, 31, 32, 36]",2,1,3951015.0,0
06-Oct-10,965,"[2, 9, 12, 13, 32]",4,1,4382289.23,0
09-Oct-10,966,"[8, 20, 24, 25, 32]",3,1,4952146.01,0
13-Oct-10,967,"[1, 2, 13, 25, 35]",1,1,5499129.42,0
16-Oct-10,968,"[4, 21, 29, 31, 35]",10,1,6.0,0
20-Oct-10,969,"[29, 30, 31, 34, 35]",10,1,6786863.73,1
23-Oct-10,970,"[13, 23, 31, 33, 36]",10,1,1000000.0,0
27-Oct-10,971,"[3, 21, 24, 28, 36]",5,1,1100000.0,0
30-Oct-10,972,"[1, 10, 11, 25, 32]",10,1,1007057.6,0
01-Oct-11,1068,"[15, 17, 19, 20, 23]",10,1,1000000.0,0
05-Oct-11,1069,"[4, 11, 13, 18, 23]",6,1,1000000.0,0
08-Oct-11,1070,"[5, 10, 14, 23, 24]",8,1,1000000.0,0
12-Oct-11,1071,"[23, 24, 27, 29, 31]",10,1,1266087.05,0
15-Oct-11,1072,"[1, 12, 14, 15, 29]",5,1,1605610.9,0
19-Oct-11,1073,"[1, 8, 9, 21, 34]",8,1,1899163.85,0
22-Oct-11,1074,"[10, 17, 25, 30, 33]",3,1,2276466.31,0
27-Oct-11,1075,"[19, 23, 25, 30, 33]",2,1,2540729.69,0
29-Oct-11,1076,"[2, 3, 6, 10, 12]",1,1,2800000.0,0
03-Oct-12,1173,"[3, 6, 15, 17, 24]",6,1,3823207.93,0
06-Oct-12,1174,"[2, 9, 13, 14, 21]",1,1,4896693.41,0
10-Oct-12,1175,"[11, 12, 14, 21, 31]",4,1,6002162.21,0
13-Oct-12,1176,"[3, 7, 10, 13, 27]",9,1,7686576.78,0
17-Oct-12,1177,"[6, 8, 18, 19, 33]",5,1,9436212.61,0
20-Oct-12,1178,"[17, 26, 28, 31, 35]",9,1,11922881.27,0
24-Oct-12,1179,"[2, 3, 17, 27, 34]",9,1,16792226.96,1
27-Oct-12,1180,"[5, 8, 17, 27, 31]",10,1,2000000.0,0
31-Oct-12,1181,"[14, 15, 19, 25, 29]",2,1,1129071.52,2
02-Oct-13,1276,"[3, 12, 17, 32, 35]",4,1,2000000.0,0
05-Oct-13,1277,"[4, 8, 9, 23, 29]",2,1,2000000.0,0
09-Oct-13,1278,"[1, 12, 19, 21, 33]",8,1,2222395.14,0
12-Oct-13,1279,"[3, 8, 9, 29, 30]",8,1,2766715.65,1
16-Oct-13,1280,"[7, 9, 11, 14, 34]",1,1,1.0,1
19-Oct-13,1281,"[1, 7, 8, 20, 28]",2,1,2000000.0,0
23-Oct-13,1282,"[15, 24, 29, 31, 34]",2,1,2000000.0,0
26-Oct-13,1283,"[9, 10, 15, 19, 24]",1,1,1.0,1
30-Oct-13,1284,"[4, 14, 16, 22, 26]",10,1,2.0,0
01-Oct-14,1378,"[6, 8, 12, 23, 32]",6,1,2000000.0,0
04-Oct-14,1379,"[4, 7, 19, 31, 35]",6,1,1.0,1
08-Oct-14,1380,"[1, 9, 17, 28, 33]",10,1,1241707.26,0
11-Oct-14,1381,"[5, 17, 23, 24, 34]",8,1,2000000.0,0
15-Oct-14,1382,"[11, 15, 27, 30, 34]",5,1,2127022.29,0
18-Oct-14,1383,"[2, 18, 26, 29, 32]",2,1,2656610.28,0
22-Oct-14,1384,"[9, 25, 31, 33, 34]",9,1,3099681.74,0
25-Oct-14,1385,"[9, 14, 20, 24, 32]",7,1,3658773.23,0
29-Oct-14,1386,"[8, 19, 21, 32, 34]",5,1,4153658.48,0
03-Oct-15,1482,"[7, 10, 11, 13, 24]",9,1,8042511.06,0
08-Oct-15,1483,"[2, 7, 11, 28, 29]",6,1,8974789.67,0
10-Oct-15,1484,"[8, 10, 13, 17, 24]",8,1,10144169.8,0
14-Oct-15,1485,"[3, 4, 21, 26, 31]",5,1,11295720.67,0
17-Oct-15,1486,"[4, 9, 20, 24, 28]",4,1,12693997.41,0
21-Oct-15,1487,"[1, 11, 13, 30, 34]",7,1,14055112.86,0
25-Oct-15,1488,"[10, 16, 23, 28, 29]",2,1,15723575.46,0
28-Oct-15,1489,"[6, 22, 23, 25, 29]",2,1,17701225.66,0
31-Oct-15,1490,"[17, 22, 27, 31, 34]",2,1,20816901.65,0
01-Oct-16,1584,"[5, 21, 27, 29, 31]",7,1,2000000.0,0
05-Oct-16,1585,"[6, 10, 15, 25, 35]",6,1,2000000.0,0
08-Oct-16,1586,"[7, 9, 25, 27, 28]",10,1,2394620.47,0
12-Oct-16,1587,"[1, 3, 9, 17, 32]",6,1,2848033.22,1
15-Oct-16,1588,"[6, 12, 16, 23, 34]",8,1,2000000.0,0
19-Oct-16,1589,"[1, 26, 29, 30, 33]",5,1,2000000.0,0
22-Oct-16,1590,"[16, 20, 21, 26, 27]",6,1,2000000.0,0
26-Oct-16,1591,"[6, 21, 27, 29, 34]",1,1,2000000.0,0
04-Oct-17,1688,"[9, 12, 17, 28, 34]",10,1,3407782.93,0
07-Oct-17,1689,"[5, 9, 10, 17, 23]",1,1,3984729.24,0
11-Oct-17,1690,"[9, 13, 23, 30, 35]",7,1,4479861.74,0
14-Oct-17,1691,"[9, 10, 17, 22, 35]",5,1,5095158.38,0
21-Oct-17,1692,"[5, 7, 10, 17, 27]",1,1,5880115.88,0
25-Oct-17,1693,"[1, 2, 9, 18, 24]",7,1,6448559.25,0
28-Oct-17,1694,"[1, 9, 19, 21, 34]",1,1,7188828.17,0
03-Oct-18,1790,"[3, 18, 20, 29, 31]",9,1,2258702.5,1
06-Oct-18,1791,"[4, 15, 22, 25, 27]",2,1,2000000.0,0
10-Oct-18,1792,"[3, 8, 9, 13, 22]",5,1,2000000.0,0
13-Oct-18,1793,"[1, 12, 13, 29, 31]",4,1,2000000.0,0
17-Oct-18,1794,"[5, 7, 10, 16, 31]",9,1,2000000.0,0
20-Oct-18,1795,"[5, 8, 10, 11, 25]",6,1,2247140.42,0
24-Oct-18,1796,"[9, 12, 13, 32, 35]",4,1,2667321.83,0
27-Oct-18,1797,"[2, 17, 21, 24, 25]",8,1,3208451.02,0
31-Oct-18,1798,"[1, 7, 23, 32, 34]",2,1,3681414.72,0
02-Oct-19,1892,"[3, 23, 25, 26, 28]",6,1,2778415.11,0
05-Oct-19,1893,"[1, 6, 16, 24, 26]",4,1,3357379.86,0
09-Oct-19,1894,"[2, 4, 26, 29, 30]",9,1,3850557.45,0
12-Oct-19,1895,"[9, 15, 19, 20, 21]",4,1,4483881.04,0
16-Oct-19,1896,"[9, 13, 18, 28, 35]",7,1,5093249.17,0
19-Oct-19,1897,"[6, 16, 20, 29, 31]",8,1,5822548.67,0
23-Oct-19,1898,"[7, 11, 16, 29, 32]",8,1,6478900.68,0
26-Oct-19,1899,"[25, 27, 29, 30, 34]",9,1,7370393.92,1
30-Oct-19,1900,"[3, 4, 7, 15, 22]",8,1,2000000.0,0
03-Oct-20,1978,"[1, 3, 9, 19, 30]",10,1,2000000.0,0
07-Oct-20,1979,"[2, 5, 16, 26, 33]",2,1,2301727.61,0
10-Oct-20,1980,"[13, 15, 16, 27, 29]",1,1,2869810.3,0
14-Oct-20,1981,"[3, 17, 26, 28, 32]",6,1,3346477.66,0
17-Oct-20,1982,"[2, 4, 19, 31, 35]",6,1,4012137.6,0
21-Oct-20,1983,"[13, 21, 23, 34, 35]",3,1,4559433.03,0
24-Oct-20,1984,"[5, 7, 10, 19, 28]",5,1,5308272.08,1
28-Oct-20,1985,"[14, 19, 21, 26, 27]",8,1,2000000.0,0
31-Oct-20,1986,"[1, 2, 7, 20, 25]",3,1,2000000.0,0
02-Oct-21,2057,"[2, 20, 25, 31, 32]",8,1,2892466.66,0
06-Oct-21,2058,"[5, 17, 18, 29, 33]",4,1,3399016.07,0
09-Oct-21,2059,"[4, 8, 16, 26, 32]",4,1,4051234.27,0
13-Oct-21,2060,"[3, 16, 17, 20, 35]",7,1,4586008.69,0
16-Oct-21,2061,"[3, 4, 6, 21, 25]",2,1,5330422.02,0
20-Oct-21,2062,"[11, 17, 21, 28, 32]",8,1,6004027.92,0
23-Oct-21,2063,"[1, 12, 16, 23, 26]",1,1,6840808.12,0
27-Oct-21,2064,"[10, 11, 13, 22, 27]",2,1,7628082.36,0
30-Oct-21,2065,"[3, 6, 7, 28, 35]",2,1,8658624.7,0
01-Oct-22,2159,"[1, 7, 10, 11, 15]",1,4,3799446.3,1
05-Oct-22,2160,"[3, 6, 7, 24, 26]",8,4,2000000.0,0
08-Oct-22,2161,"[2, 4, 5, 29, 34]",5,4,2000000.0,0
12-Oct-22,2162,"[10, 15, 16, 17, 19]",6,4,2000000.0,0
15-Oct-22,2163,"[6, 9, 11, 31, 34]",5,20,2000000.0,0
19-Oct-22,2164,"[2, 3, 11, 27, 34]",9,3,2000000.0,0
22-Oct-22,2165,"[4, 16, 22, 25, 33]",6,10,2365511.66,1
26-Oct-22,2166,"[5, 19, 27, 30, 33]",1,5,2000000.0,0
29-Oct-22,2167,"[12, 18, 23, 26, 35]",5,4,2000000.0,0
04-Oct-23,2263,"[10, 23, 27, 28, 31]",8,3,6407923.56,0
07-Oct-23,2264,"[7, 16, 26, 29, 35]",7,3,7104910.67,0
11-Oct-23,2265,"[5, 10, 13, 26, 34]",1,3,7703863.14,0
14-Oct-23,2266,"[1, 12, 21, 23, 31]",9,3,8484695.82,0
18-Oct-23,2267,"[10, 19, 30, 31, 35]",7,3,9175542.85,0
21-Oct-23,2268,"[2, 6, 10, 17, 25]",1,4,10049779.0,0
25-Oct-23,2269,"[5, 7, 15, 20, 27]",7,20,10815922.59,0
28-Oct-23,2270,"[10, 12, 14, 29, 33]",4,10,11791813.44,0
03-Nov-10,973,"[1, 6, 10, 33, 35]",7,1,1307425.67,0
06-Nov-10,974,"[1, 19, 21, 24, 29]",4,1,1.0,0
10-Nov-10,975,"[8, 10, 11, 22, 26]",3,1,1.0,0
13-Nov-10,976,"[3, 23, 29, 32, 36]",3,1,2343385.08,0
17-Nov-10,977,"[13, 14, 27, 33, 35]",7,1,2663043.0,0
20-Nov-10,978,"[4, 8, 21, 23, 25]",5,1,3066258.35,0
24-Nov-10,979,"[1, 3, 4, 8, 15]",5,1,3411943.7,0
27-Nov-10,980,"[4, 8, 28, 30, 35]",5,1,3915585.36,0
02-Nov-11,1077,"[4, 5, 8, 21, 35]",8,1,3200000.0,0
05-Nov-11,1078,"[4, 9, 10, 14, 33]",4,1,3775518.19,0
09-Nov-11,1079,"[8, 12, 16, 18, 30]",2,1,4189115.65,0
12-Nov-11,1080,"[10, 14, 23, 29, 35]",10,1,4761627.62,0
16-Nov-11,1081,"[3, 15, 29, 30, 34]",10,1,5371162.82,0
19-Nov-11,1082,"[4, 5, 6, 11, 23]",10,1,6135489.17,1
23-Nov-11,1083,"[1, 9, 10, 23, 34]",4,1,1000000.0,0
26-Nov-11,1084,"[2, 9, 13, 29, 32]",10,1,1000000.0,1
30-Nov-11,1085,"[1, 13, 21, 27, 34]",7,1,1000000.0,0
03-Nov-12,1182,"[5, 11, 15, 31, 35]",5,1,2000000.0,0
07-Nov-12,1183,"[1, 11, 24, 29, 33]",9,1,2100000.0,0
10-Nov-12,1184,"[7, 12, 16, 18, 28]",10,1,1651451.34,0
14-Nov-12,1185,"[10, 15, 19, 25, 26]",3,1,2065961.06,0
17-Nov-12,1186,"[2, 19, 30, 33, 34]",7,1,2636566.26,0
21-Nov-12,1187,"[2, 11, 15, 20, 27]",2,1,3115912.64,0
24-Nov-12,1188,"[1, 15, 16, 18, 32]",6,1,3692819.08,0
28-Nov-12,1189,"[5, 18, 19, 24, 29]",9,1,4257282.28,0
06-Nov-13,1285,"[4, 12, 20, 21, 29]",8,1,2792566.31,1
09-Nov-13,1286,"[10, 13, 14, 18, 34]",8,1,2000000.0,0
13-Nov-13,1287,"[7, 9, 13, 14, 19]",6,1,1.0,1
16-Nov-13,1288,"[7, 9, 14, 17, 26]",5,1,1.0,1
20-Nov-13,1289,"[13, 15, 23, 25, 34]",5,1,2000000.0,0
23-Nov-13,1290,"[6, 12, 14, 22, 35]",3,1,2249776.62,0
27-Nov-13,1291,"[2, 3, 10, 23, 26]",7,1,2706310.36,0
30-Nov-13,1292,"[15, 19, 20, 23, 24]",7,1,3302566.97,0
01-Nov-14,1387,"[1, 9, 12, 15, 30]",10,1,4826800.02,0
05-Nov-14,1388,"[3, 4, 8, 26, 35]",2,1,5414177.8,0
08-Nov-14,1389,"[2, 7, 22, 23, 32]",10,1,6159540.42,0
12-Nov-14,1390,"[2, 24, 29, 32, 33]",5,1,6836823.28,0
15-Nov-14,1391,"[17, 22, 27, 28, 34]",6,1,7710062.04,0
19-Nov-14,1392,"[2, 4, 10, 22, 34]",9,1,8584821.28,0
22-Nov-14,1393,"[7, 8, 18, 23, 30]",10,1,9671817.28,0
26-Nov-14,1394,"[14, 18, 24, 29, 34]",9,1,10749754.02,1
29-Nov-14,1395,"[8, 9, 14, 15, 16]",7,1,1.0,1
4-Nov-15,1491,"[9, 21, 23, 25, 30]",4,1,24379523.31,0
7-Nov-15,1492,"[2, 7, 8, 14, 28]",2,1,28318386.82,0
11-Nov-15,1493,"[8, 12, 19, 26, 33]",8,1,31946408.24,1
15-Nov-15,1494,"[14, 23, 25, 27, 30]",7,1,2000000.0,0
18-Nov-15,1495,"[3, 11, 12, 22, 34]",6,1,2000000.0,0
21-Nov-15,1496,"[9, 10, 18, 20, 34]",1,1,2000000.0,0
25-Nov-15,1497,"[13, 16, 26, 32, 33]",6,1,2074722.89,0
29-Nov-15,1498,"[8, 23, 24, 27, 34]",5,1,2658738.06,0
02-Nov-16,1592,"[9, 11, 28, 29, 32]",5,1,2375194.55,0
05-Nov-16,1593,"[9, 17, 24, 29, 31]",10,1,2923426.49,0
09-Nov-16,1594,"[7, 8, 10, 26, 33]",8,1,3397954.91,0
12-Nov-16,1595,"[4, 7, 19, 20, 25]",9,1,3989189.62,0
16-Nov-16,1596,"[8, 9, 11, 15, 25]",9,1,4535380.71,0
19-Nov-16,1597,"[5, 6, 8, 27, 32]",1,1,5217529.65,0
23-Nov-16,1598,"[2, 10, 22, 28, 30]",7,1,5845064.36,0
26-Nov-16,1599,"[13, 15, 16, 17, 29]",9,1,6647723.24,0
30-Nov-16,1600,"[14, 15, 22, 27, 30]",5,1,7485962.96,1
01-Nov-17,1695,"[1, 9, 11, 20, 28]",2,1,7884749.8,0
04-Nov-17,1696,"[4, 19, 30, 33, 34]",5,1,1.0,1
08-Nov-17,1697,"[14, 21, 30, 33, 34]",9,1,9590198.44,0
11-Nov-17,1698,"[1, 20, 21, 30, 35]",4,1,10584184.73,1
15-Nov-17,1699,"[3, 8, 27, 33, 34]",8,1,2000000.0,0
18-Nov-17,1700,"[2, 5, 11, 16, 17]",5,1,2000000.0,0
22-Nov-17,1701,"[11, 16, 28, 32, 33]",7,1,2000000.0,0
25-Nov-17,1702,"[14, 20, 23, 26, 29]",2,1,2000000.0,1
29-Nov-17,1703,"[12, 19, 21, 26, 34]",1,1,1.0,1
03-Nov-18,1799,"[4, 20, 21, 24, 27]",6,1,4312756.05,0
07-Nov-18,1800,"[10, 18, 28, 32, 35]",5,1,4774982.54,0
10-Nov-18,1801,"[1, 7, 13, 18, 28]",1,1,5441805.38,0
14-Nov-18,1802,"[1, 12, 18, 31, 33]",1,1,6001363.99,0
17-Nov-18,1803,"[4, 18, 24, 27, 33]",5,1,6712358.72,0
21-Nov-18,1804,"[7, 18, 24, 25, 26]",6,1,7358207.64,1
24-Nov-18,1805,"[5, 11, 20, 23, 32]",4,1,2000000.0,1
28-Nov-18,1806,"[3, 7, 13, 16, 18]",8,1,2000000.0,0
02-Nov-19,1901,"[6, 12, 17, 26, 33]",2,1,2000000.0,0
06-Nov-19,1902,"[7, 8, 15, 17, 31]",1,1,2000000.0,0
09-Nov-19,1903,"[4, 6, 11, 24, 34]",7,1,2000000.0,0
13-Nov-19,1904,"[9, 18, 19, 23, 33]",10,1,2302803.92,0
16-Nov-19,1905,"[5, 11, 24, 25, 34]",9,1,2859396.12,0
20-Nov-19,1906,"[5, 7, 8, 25, 28]",1,1,1.0,1
23-Nov-19,1907,"[7, 14, 21, 32, 33]",6,1,3916843.15,0
27-Nov-19,1908,"[2, 5, 9, 29, 35]",10,1,4453632.79,0
30-Nov-19,1909,"[1, 9, 16, 30, 33]",7,1,5172087.29,0
04-Nov-20,1987,"[7, 16, 20, 23, 25]",8,1,2000000.0,0
07-Nov-20,1988,"[17, 22, 26, 31, 32]",10,1,2000000.0,0
11-Nov-20,1989,"[3, 13, 24, 26, 34]",1,1,2263564.19,0
18-Nov-20,1990,"[2, 3, 5, 15, 19]",7,1,2878290.27,0
21-Nov-20,1991,"[2, 12, 27, 28, 33]",1,1,3452436.02,1
25-Nov-20,1992,"[8, 20, 25, 29, 35]",2,1,2000000.0,0
28-Nov-20,1993,"[13, 20, 26, 27, 35]",7,1,2000000.0,0
03-Nov-21,2066,"[10, 17, 21, 26, 30]",8,1,9674083.13,0
06-Nov-21,2067,"[10, 17, 18, 22, 33]",4,1,10854219.17,0
10-Nov-21,2068,"[1, 2, 17, 20, 23]",8,1,12018884.15,1
13-Nov-21,2069,"[2, 7, 13, 19, 30]",7,1,2000000.0,1
17-Nov-21,2070,"[12, 19, 22, 28, 31]",7,1,2000000.0,0
20-Nov-21,2071,"[1, 13, 21, 27, 31]",3,1,2000000.0,0
24-Nov-21,2072,"[2, 3, 7, 16, 28]",2,1,2000000.0,0
27-Nov-21,2073,"[5, 6, 7, 8, 21]",7,1,2000000.0,0
02-Nov-22,2168,"[1, 2, 13, 27, 29]",4,4,2000000.0,0
05-Nov-22,2169,"[1, 5, 9, 20, 22]",1,3,2000000.0,0
09-Nov-22,2170,"[2, 6, 18, 21, 27]",5,4,2000000.0,0
12-Nov-22,2171,"[5, 12, 14, 22, 24]",1,3,2355255.97,0
16-Nov-22,2172,"[11, 12, 24, 26, 35]",8,4,2739854.45,0
19-Nov-22,2173,"[19, 20, 21, 29, 35]",9,10,3209458.52,0
23-Nov-22,2174,"[13, 20, 24, 29, 35]",1,4,3598652.62,0
26-Nov-22,2175,"[11, 13, 23, 24, 33]",4,4,4102861.59,0
30-Nov-22,2176,"[5, 8, 15, 30, 32]",10,4,4553534.29,0
01-Nov-23,2271,"[2, 3, 11, 26, 31]",8,20,12718928.08,0
04-Nov-23,2272,"[3, 8, 30, 31, 35]",9,10,13805484.86,0
08-Nov-23,2273,"[3, 11, 13, 19, 26]",10,20,14799078.17,0
11-Nov-23,2274,"[9, 11, 24, 27, 28]",6,10,16032692.47,0
15-Nov-23,2275,"[9, 22, 25, 26, 33]",3,20,17140607.31,0
